	text	label
701	"Context: A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces. 
 Question: Which one of the following could be a complete and accurate list of the kinds of trees in the park? 
 (0) firs, maples (1) firs, laurels, oaks (2) firs, laurels, pines, spruces (3) firs, laurels, spruces, yews (4) firs, maples, oaks, spruces, yews 
 Answer:"	(3) firs, laurels, spruces, yews
702	"Context: A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces. 
 Question: If neither maples nor spruces are in the park, then which one of the following could be true? 
 (0) Exactly four kinds of trees are in the park. (1) Exactly five kinds of trees are in the park. (2) Laurels are not in the park. (3) Oaks are not in the park. (4) Yews are not in the park. 
 Answer:"	(0) Exactly four kinds of trees are in the park.
703	"Context: A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces. 
 Question: Which one of the following could be true? 
 (0) Neither firs nor laurels are in the park. (1) Neither laurels, oaks, nor yews are in the park. (2) Neither laurels nor spruces are in the park. (3) Neither maples nor yews are in the park. (4) Neither oaks nor spruces are in the park. 
 Answer:"	(3) Neither maples nor yews are in the park.
704	"Context: A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces. 
 Question: If firs are not in the park, then which one of the following must be true? 
 (0) Maples are not in the park. (1) Spruces are not in the park. (2) Yews are not in the park. (3) Pines are in the park. (4) Spruces are in the park. 
 Answer:"	(0) Maples are not in the park.
705	"Context: A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces. 
 Question: If pines are in the park, then which one of the following must be true? 
 (0) Exactly four kinds of trees are in the park. (1) Exactly five kinds of trees are in the park. (2) Neither firs nor maples are in the park. (3) Neither firs nor oaks are in the park. (4) Neither laurels nor maples are in the park. 
 Answer:"	(2) Neither firs nor maples are in the park.
706	"Context: A park contains at most five of seven kinds of trees—firs, laurels, maples, oaks, pines, spruces, and yews—consistent with the following conditions: If maples are in the park, yews are not. If firs are in the park, pines are not. If yews are not in the park, then either laurels or oaks, but not both, are in the park. If it is not the case that the park contains both laurels and oaks, then it contains firs and spruces. 
 Question: Each of the following could be an accurate, partial list of the kinds of trees in the park EXCEPT: 
 (0) oaks, spruces (1) oaks, yews (2) firs, laurels, oaks (3) firs, maples, oaks (4) laurels, maples, oaks 
 Answer:"	(4) laurels, maples, oaks
707	"Context: Four married couples—Francisco and Gabrielle, Kyoko and Lee, Olivia and Peter, Raymond and Simone—will dine together at the same circular table. Each person will sit in a different one of the eight chairs evenly spaced around the table. The chairs are numbered from 1 through 8 with successively numbered chairs next to each other and chair 1 next to chair 8. Seating arrangements must meet the following conditions: No person sits next to her or his spouse. Simone sits in chair 1 and Raymond sits in chair 4. Neither Peter nor Olivia sits next to Raymond. Neither Kyoko nor Lee sits next to Gabrielle. 
 Question: Which one of the following could be the list of people sitting in chairs 5 through 8, respectively? 
 (0) Francisco, Olivia, Gabrielle, Peter (1) Francisco, Gabrielle, Peter, Lee (2) Olivia, Gabrielle, Peter, Kyoko (3) Gabrielle, Lee, Olivia, Kyoko (4) Lee, Olivia, Francisco, Kyoko 
 Answer:"	(4) Lee, Olivia, Francisco, Kyoko
708	"Context: Four married couples—Francisco and Gabrielle, Kyoko and Lee, Olivia and Peter, Raymond and Simone—will dine together at the same circular table. Each person will sit in a different one of the eight chairs evenly spaced around the table. The chairs are numbered from 1 through 8 with successively numbered chairs next to each other and chair 1 next to chair 8. Seating arrangements must meet the following conditions: No person sits next to her or his spouse. Simone sits in chair 1 and Raymond sits in chair 4. Neither Peter nor Olivia sits next to Raymond. Neither Kyoko nor Lee sits next to Gabrielle. 
 Question: Each of the following could be true EXCEPT: 
 (0) Peter and Gabrielle sit in chairs 2 and 3, respectively. (1) Peter and Kyoko sit in chairs 1 and 3, respectively. (2) Francisco, Kyoko, and Peter sit in chairs 5, 6, and 7, respectively. (3) Gabrielle, Olivia, and Kyoko sit in chairs 5, 6, and 7, respectively. (4) Gabrielle, Peter, and Lee sit in chairs 5, 6, and 7, respectively. 
 Answer:"	(1) Peter and Kyoko sit in chairs 1 and 3, respectively.
709	"Context: Four married couples—Francisco and Gabrielle, Kyoko and Lee, Olivia and Peter, Raymond and Simone—will dine together at the same circular table. Each person will sit in a different one of the eight chairs evenly spaced around the table. The chairs are numbered from 1 through 8 with successively numbered chairs next to each other and chair 1 next to chair 8. Seating arrangements must meet the following conditions: No person sits next to her or his spouse. Simone sits in chair 1 and Raymond sits in chair 4. Neither Peter nor Olivia sits next to Raymond. Neither Kyoko nor Lee sits next to Gabrielle. 
 Question: If Francisco sits in chair 2 and Olivia sits next to Simone, Gabrielle must sit next to which one of the following persons? 
 (0) Francisco (1) Olivia (2) Lee (3) Raymond (4) Peter 
 Answer:"	(4) Peter
710	"Context: Four married couples—Francisco and Gabrielle, Kyoko and Lee, Olivia and Peter, Raymond and Simone—will dine together at the same circular table. Each person will sit in a different one of the eight chairs evenly spaced around the table. The chairs are numbered from 1 through 8 with successively numbered chairs next to each other and chair 1 next to chair 8. Seating arrangements must meet the following conditions: No person sits next to her or his spouse. Simone sits in chair 1 and Raymond sits in chair 4. Neither Peter nor Olivia sits next to Raymond. Neither Kyoko nor Lee sits next to Gabrielle. 
 Question: If neither Gabrielle nor Lee sits next to Raymond, which one of the following must be true? 
 (0) Francisco sits next to Raymond. (1) Olivia sits next to Simone. (2) Francisco sits in chair 3. (3) Olivia sits in chair 6. (4) Olivia sits in chair 7. 
 Answer:"	(0) Francisco sits next to Raymond.
711	"Context: Four married couples—Francisco and Gabrielle, Kyoko and Lee, Olivia and Peter, Raymond and Simone—will dine together at the same circular table. Each person will sit in a different one of the eight chairs evenly spaced around the table. The chairs are numbered from 1 through 8 with successively numbered chairs next to each other and chair 1 next to chair 8. Seating arrangements must meet the following conditions: No person sits next to her or his spouse. Simone sits in chair 1 and Raymond sits in chair 4. Neither Peter nor Olivia sits next to Raymond. Neither Kyoko nor Lee sits next to Gabrielle. 
 Question: If Lee sits in chair 2, which one of the following must be true? 
 (0) Peter sits next to Gabrielle. (1) Kyoko sits next to Simone. (2) Francisco sits next to Lee. (3) Gabrielle sits in chair 5. (4) Olivia sits in chair 6. 
 Answer:"	(2) Francisco sits next to Lee.
